A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/5.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/5.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shenyang,PM2.5,2/4/2017 8:00,2017,2,4,8,140,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 9:00,2017,2,4,9,150,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 10:00,2017,2,4,10,192,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 11:00,2017,2,4,11,164,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 12:00,2017,2,4,12,153,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 13:00,2017,2,4,13,149,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 14:00,2017,2,4,14,145,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 15:00,2017,2,4,15,162,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 16:00,2017,2,4,16,146,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 17:00,2017,2,4,17,160,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 18:00,2017,2,4,18,211,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 19:00,2017,2,4,19,198,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 20:00,2017,2,4,20,197,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 21:00,2017,2,4,21,212,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 22:00,2017,2,4,22,229,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/4/2017 23:00,2017,2,4,23,229,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 0:00,2017,2,5,0,230,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 1:00,2017,2,5,1,235,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 2:00,2017,2,5,2,233,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 3:00,2017,2,5,3,218,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 4:00,2017,2,5,4,197,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 5:00,2017,2,5,5,124,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 6:00,2017,2,5,6,106,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 7:00,2017,2,5,7,73,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 8:00,2017,2,5,8,88,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 9:00,2017,2,5,9,87,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 10:00,2017,2,5,10,103,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 11:00,2017,2,5,11,87,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 12:00,2017,2,5,12,64,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 13:00,2017,2,5,13,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 14:00,2017,2,5,14,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 15:00,2017,2,5,15,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 16:00,2017,2,5,16,24,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 17:00,2017,2,5,17,31,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 18:00,2017,2,5,18,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 19:00,2017,2,5,19,22,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 20:00,2017,2,5,20,26,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 21:00,2017,2,5,21,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 22:00,2017,2,5,22,32,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/5/2017 23:00,2017,2,5,23,15,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 0:00,2017,2,6,0,13,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 1:00,2017,2,6,1,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 2:00,2017,2,6,2,21,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 3:00,2017,2,6,3,21,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 4:00,2017,2,6,4,15,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 5:00,2017,2,6,5,22,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 6:00,2017,2,6,6,22,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 7:00,2017,2,6,7,19,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 8:00,2017,2,6,8,21,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 9:00,2017,2,6,9,42,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 10:00,2017,2,6,10,30,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 11:00,2017,2,6,11,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 12:00,2017,2,6,12,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 13:00,2017,2,6,13,22,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 14:00,2017,2,6,14,8,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 15:00,2017,2,6,15,16,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 16:00,2017,2,6,16,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 17:00,2017,2,6,17,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 18:00,2017,2,6,18,26,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 19:00,2017,2,6,19,38,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 20:00,2017,2,6,20,46,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 21:00,2017,2,6,21,45,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 22:00,2017,2,6,22,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/6/2017 23:00,2017,2,6,23,54,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 0:00,2017,2,7,0,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 1:00,2017,2,7,1,36,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 2:00,2017,2,7,2,76,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 3:00,2017,2,7,3,83,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 4:00,2017,2,7,4,132,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 5:00,2017,2,7,5,133,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 6:00,2017,2,7,6,137,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 7:00,2017,2,7,7,133,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 8:00,2017,2,7,8,147,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 9:00,2017,2,7,9,152,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 10:00,2017,2,7,10,156,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 11:00,2017,2,7,11,179,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 12:00,2017,2,7,12,145,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 13:00,2017,2,7,13,116,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 14:00,2017,2,7,14,134,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 15:00,2017,2,7,15,222,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 16:00,2017,2,7,16,212,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 17:00,2017,2,7,17,177,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 18:00,2017,2,7,18,126,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 19:00,2017,2,7,19,107,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 20:00,2017,2,7,20,86,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 21:00,2017,2,7,21,76,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 22:00,2017,2,7,22,68,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/7/2017 23:00,2017,2,7,23,63,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 0:00,2017,2,8,0,58,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 1:00,2017,2,8,1,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 2:00,2017,2,8,2,69,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 3:00,2017,2,8,3,57,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 4:00,2017,2,8,4,63,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 5:00,2017,2,8,5,47,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 6:00,2017,2,8,6,53,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 7:00,2017,2,8,7,58,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 8:00,2017,2,8,8,43,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 9:00,2017,2,8,9,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 10:00,2017,2,8,10,36,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 11:00,2017,2,8,11,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 12:00,2017,2,8,12,17,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 13:00,2017,2,8,13,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 14:00,2017,2,8,14,9,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 15:00,2017,2,8,15,16,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 16:00,2017,2,8,16,22,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 17:00,2017,2,8,17,16,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 18:00,2017,2,8,18,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 19:00,2017,2,8,19,32,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 20:00,2017,2,8,20,34,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 21:00,2017,2,8,21,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 22:00,2017,2,8,22,15,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/8/2017 23:00,2017,2,8,23,24,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 0:00,2017,2,9,0,19,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 1:00,2017,2,9,1,10,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 2:00,2017,2,9,2,17,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 3:00,2017,2,9,3,9,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 4:00,2017,2,9,4,9,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 5:00,2017,2,9,5,16,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 6:00,2017,2,9,6,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 7:00,2017,2,9,7,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 8:00,2017,2,9,8,19,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 9:00,2017,2,9,9,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 10:00,2017,2,9,10,26,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 11:00,2017,2,9,11,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 12:00,2017,2,9,12,22,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 13:00,2017,2,9,13,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 14:00,2017,2,9,14,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 15:00,2017,2,9,15,26,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 16:00,2017,2,9,16,19,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 17:00,2017,2,9,17,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 18:00,2017,2,9,18,21,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 19:00,2017,2,9,19,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 20:00,2017,2,9,20,24,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 21:00,2017,2,9,21,32,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 22:00,2017,2,9,22,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/9/2017 23:00,2017,2,9,23,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 0:00,2017,2,10,0,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 1:00,2017,2,10,1,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 2:00,2017,2,10,2,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 3:00,2017,2,10,3,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 4:00,2017,2,10,4,26,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 5:00,2017,2,10,5,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 6:00,2017,2,10,6,22,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 7:00,2017,2,10,7,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 8:00,2017,2,10,8,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 9:00,2017,2,10,9,21,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 10:00,2017,2,10,10,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 11:00,2017,2,10,11,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 12:00,2017,2,10,12,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 13:00,2017,2,10,13,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 14:00,2017,2,10,14,13,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 15:00,2017,2,10,15,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 16:00,2017,2,10,16,17,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 17:00,2017,2,10,17,30,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 18:00,2017,2,10,18,21,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 19:00,2017,2,10,19,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 20:00,2017,2,10,20,39,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 21:00,2017,2,10,21,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 22:00,2017,2,10,22,49,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/10/2017 23:00,2017,2,10,23,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 0:00,2017,2,11,0,47,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 1:00,2017,2,11,1,39,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 2:00,2017,2,11,2,31,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 3:00,2017,2,11,3,24,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 4:00,2017,2,11,4,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 5:00,2017,2,11,5,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 6:00,2017,2,11,6,21,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 7:00,2017,2,11,7,22,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 8:00,2017,2,11,8,33,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 9:00,2017,2,11,9,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 10:00,2017,2,11,10,33,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 11:00,2017,2,11,11,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 12:00,2017,2,11,12,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 13:00,2017,2,11,13,49,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 14:00,2017,2,11,14,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 15:00,2017,2,11,15,45,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 16:00,2017,2,11,16,56,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 17:00,2017,2,11,17,59,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 18:00,2017,2,11,18,89,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 19:00,2017,2,11,19,132,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 20:00,2017,2,11,20,168,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 21:00,2017,2,11,21,303,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 22:00,2017,2,11,22,258,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/11/2017 23:00,2017,2,11,23,226,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 0:00,2017,2,12,0,219,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 1:00,2017,2,12,1,239,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 2:00,2017,2,12,2,187,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 3:00,2017,2,12,3,168,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 4:00,2017,2,12,4,195,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 5:00,2017,2,12,5,135,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 6:00,2017,2,12,6,159,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 7:00,2017,2,12,7,178,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 8:00,2017,2,12,8,185,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 9:00,2017,2,12,9,153,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 10:00,2017,2,12,10,107,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 11:00,2017,2,12,11,110,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 12:00,2017,2,12,12,83,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 13:00,2017,2,12,13,59,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 14:00,2017,2,12,14,62,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 15:00,2017,2,12,15,62,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 16:00,2017,2,12,16,68,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 17:00,2017,2,12,17,67,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 18:00,2017,2,12,18,86,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 19:00,2017,2,12,19,107,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 20:00,2017,2,12,20,135,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 21:00,2017,2,12,21,164,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 22:00,2017,2,12,22,182,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/12/2017 23:00,2017,2,12,23,167,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 0:00,2017,2,13,0,187,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 1:00,2017,2,13,1,172,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 2:00,2017,2,13,2,165,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 3:00,2017,2,13,3,162,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 4:00,2017,2,13,4,185,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 5:00,2017,2,13,5,189,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 6:00,2017,2,13,6,158,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 7:00,2017,2,13,7,209,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 8:00,2017,2,13,8,230,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 9:00,2017,2,13,9,238,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 10:00,2017,2,13,10,254,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 11:00,2017,2,13,11,112,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 12:00,2017,2,13,12,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 13:00,2017,2,13,13,39,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 14:00,2017,2,13,14,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 15:00,2017,2,13,15,49,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 16:00,2017,2,13,16,54,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 17:00,2017,2,13,17,73,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 18:00,2017,2,13,18,67,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 19:00,2017,2,13,19,69,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 20:00,2017,2,13,20,89,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 21:00,2017,2,13,21,73,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 22:00,2017,2,13,22,73,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/13/2017 23:00,2017,2,13,23,78,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 0:00,2017,2,14,0,68,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 1:00,2017,2,14,1,104,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 2:00,2017,2,14,2,102,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 3:00,2017,2,14,3,114,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 4:00,2017,2,14,4,116,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 5:00,2017,2,14,5,171,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 6:00,2017,2,14,6,154,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 7:00,2017,2,14,7,201,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 8:00,2017,2,14,8,220,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 9:00,2017,2,14,9,227,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 10:00,2017,2,14,10,223,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 11:00,2017,2,14,11,129,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 12:00,2017,2,14,12,97,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 13:00,2017,2,14,13,49,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 14:00,2017,2,14,14,64,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 15:00,2017,2,14,15,66,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 16:00,2017,2,14,16,70,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 17:00,2017,2,14,17,47,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 18:00,2017,2,14,18,42,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 19:00,2017,2,14,19,54,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 20:00,2017,2,14,20,78,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 21:00,2017,2,14,21,244,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 22:00,2017,2,14,22,133,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/14/2017 23:00,2017,2,14,23,113,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 0:00,2017,2,15,0,70,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 1:00,2017,2,15,1,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 2:00,2017,2,15,2,45,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 3:00,2017,2,15,3,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 4:00,2017,2,15,4,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 5:00,2017,2,15,5,56,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 6:00,2017,2,15,6,60,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 7:00,2017,2,15,7,67,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 8:00,2017,2,15,8,74,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 9:00,2017,2,15,9,79,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 10:00,2017,2,15,10,101,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 11:00,2017,2,15,11,98,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 12:00,2017,2,15,12,105,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 13:00,2017,2,15,13,104,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 14:00,2017,2,15,14,104,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 15:00,2017,2,15,15,99,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 16:00,2017,2,15,16,113,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 17:00,2017,2,15,17,99,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 18:00,2017,2,15,18,96,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/15/2017 19:00,2017,2,15,19,92,µg/m³,1 Hr,Valid
